company,location,salary estimate,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,job_simpl,seniority,City,Latitude,Longitude
The Trade Desk,"New York, NY",115151,0,4.2,1,1,0,1,0,1,data scientist,Senior,New York,40.7127281,-74.0060152
IBM,"New York, NY",114768,0,4.1,1,0,1,1,0,1,data scientist,Senior,New York,40.7127281,-74.0060152
Kellogg Company,"Battle Creek, MI",117938,0,3.8,1,0,0,1,0,0,data scientist,Senior,Battle Creek,42.3192548,-85.1824269
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Experian,"New York, NY",114577,0,4.3,1,1,0,0,0,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Snowflake,"San Mateo, CA",175500,0,4.3,1,0,0,0,1,0,data scientist,Senior,San Mateo,37.496904,-122.3330573
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
Xcel Energy,"Denver, CO",108667,0,3.8,1,0,0,0,1,1,data scientist,Senior,Denver,39.7392364,-104.984862
Olo,"New York, NY",127500,0,3.4,1,0,0,0,0,0,data scientist,Senior,New York,40.7127281,-74.0060152
Bayer,"Creve Coeur, MO",116952,0,4.2,0,0,0,0,1,1,data scientist,Senior,Creve Coeur,38.6613007,-90.4423653
Etsy,"Brooklyn, NY",97000,0,4.5,1,0,0,0,0,0,data scientist,Senior,Brooklyn,40.6526006,-73.9497211
National Security Agency,"Fort Meade, MD",125491,0,3.6,0,0,0,1,0,1,data scientist,Senior,Fort Meade,39.10319795,-76.74651732045955
TikTok,"Seattle, WA",134155,0,3.6,1,0,0,0,0,1,data scientist,Senior,Seattle,47.6038321,-122.330062
"University of California, Davis","Davis, CA",107800,0,4.3,0,0,0,0,1,1,data scientist,Senior,Davis,40.7474784,-92.3965311
The University of Chicago,"Chicago, IL",105228,0,4.2,1,0,0,0,0,1,data scientist,Senior,Chicago,41.8755616,-87.6244212
Stefanini Group,Remote,97000,1,3.7,1,0,1,1,0,1,data scientist,mid,Remote,,
New York Red Bulls,"Whippany, NJ",107210,0,4.3,1,0,0,0,1,0,data scientist,mid,Whippany,40.8245442,-74.4170972
NetSpend,Remote,155000,0,3.7,1,0,0,1,0,1,data scientist,Senior,Remote,,
Coding Dojo,Remote,90000,0,3.4,1,0,0,1,0,1,data scientist,mid,Remote,,
UT Southwestern Medical Center,Remote,93500,0,3.9,1,0,0,0,0,1,data scientist,mid,Remote,,
CareCentrix,Remote,100000,0,3.3,1,0,0,0,0,1,data scientist,Senior,Remote,,
"VIZIO, Inc.","Irvine, CA",110000,0,3.7,1,0,0,0,1,1,data scientist,Senior,Irvine,33.6856969,-117.825981
HERSHEY MX,"Hershey, PA",104167,0,3.9,1,1,1,1,1,1,data scientist,Senior,Hershey,40.2854881,-76.6506001
Battelle,"Dayton, OH",95401,0,3.8,1,0,0,1,0,0,data scientist,Senior,Dayton,39.7589478,-84.1916069
Coding Dojo,Remote,90000,0,3.4,1,0,0,1,0,1,data scientist,mid,Remote,,
Booz Allen Hamilton,"Alexandria, VA",126650,0,4.2,1,0,1,1,0,1,data scientist,Senior,Alexandria,44.83495335,8.745030418605868
Microsoft,"Redmond, WA",165200,0,4.4,0,0,1,1,0,1,data scientist,Senior,Redmond,47.6694141,-122.1238767
Rockstar Games,Manhattan,123637,0,4.4,1,0,0,0,0,1,data scientist,Senior,Manhattan,40.7896239,-73.9598939
Connect Staffing and Consulting,"Palo Alto, CA",185000,0,3.7,0,0,0,0,1,1,data scientist,mid,Palo Alto,37.4443293,-122.1598465
Crumbl Cookies,"Lindon, UT",116043,0,4.6,1,0,0,1,1,1,data scientist,Senior,Lindon,40.3432857,-111.72076
Data Tecnica,"Glen Echo, MD",135000,0,5.0,1,0,0,0,0,1,data scientist,mid,Glen Echo,38.9693961,-77.1420877
The Brite Group,Remote,100000,0,3.2,1,0,0,0,0,0,data analyst,junior,Remote,,
KAYAK,"Cambridge, MA",151851,0,4.3,1,0,0,0,0,0,data scientist,Senior,Cambridge,52.2055314,0.1186637
Starbucks,"Seattle, WA",124950,0,3.7,1,0,1,1,1,1,data scientist,Senior,Seattle,47.6038321,-122.330062
Stanford Health Care,"Palo Alto, CA",168560,1,4.0,1,0,0,0,1,1,data scientist,Senior,Palo Alto,37.4443293,-122.1598465
Idaho National Laboratory,"Idaho Falls, ID",107694,0,4.0,1,1,0,0,0,0,data scientist,Senior,Idaho Falls,43.4887907,-112.03628
Apolis,Remote,160000,1,4.3,1,0,0,0,0,1,data scientist,mid,Remote,,
Largeton Inc,Remote,135000,1,3.5,1,0,0,0,0,1,data scientist,mid,Remote,,
University of California Berkeley,"Berkeley, CA",113000,0,4.2,0,0,0,0,1,0,data scientist,Senior,Berkeley,37.8708393,-122.272863
"JPMorgan Chase Bank, N.A.","Jersey City, NJ",119750,0,3.8,1,1,0,0,0,0,data scientist,junior,Jersey City,40.7215682,-74.047455
Abiomed,"Danvers, MA",106771,0,3.6,1,0,1,1,1,1,data scientist,Senior,Danvers,42.566751,-70.9368313
RTI International,"Durham, NC",86000,0,4.1,1,0,0,1,0,1,data scientist,Senior,Durham,54.666667,-1.75
the NBA,"New York, NY",157500,0,4.1,1,0,0,0,0,1,data scientist,Senior,New York,40.7127281,-74.0060152
The Brite Group,Remote,100000,0,3.2,1,0,0,0,0,0,data analyst,junior,Remote,,
Apolis,Remote,160000,1,4.3,1,0,0,0,0,1,data scientist,mid,Remote,,
Largeton Inc,Remote,135000,1,3.5,1,0,0,0,0,1,data scientist,mid,Remote,,
Abiomed,"Danvers, MA",106771,0,3.6,1,0,1,1,1,1,data scientist,Senior,Danvers,42.566751,-70.9368313
the NBA,"New York, NY",157500,0,4.1,1,0,0,0,0,1,data scientist,Senior,New York,40.7127281,-74.0060152
"WhirlWind Technologies, LLC",Remote,98000,0,4.8,1,1,0,0,1,1,data scientist,junior,Remote,,
MORSE Corp,"Cambridge, MA",99297,0,4.7,1,0,0,0,0,1,data scientist,mid,Cambridge,52.2055314,0.1186637
Rockstar Games,Manhattan,112316,0,4.4,0,0,0,0,0,1,data scientist,junior,Manhattan,40.7896239,-73.9598939
General Motors,Remote,116604,0,4.0,1,0,0,1,1,1,data scientist,Senior,Remote,,
Steelcase,"Grand Rapids, MI",95602,0,4.0,1,1,0,0,0,1,data scientist,Senior,Grand Rapids,42.9632425,-85.6678639
Augray,"Brookfield, WI",57500,0,4.1,1,0,0,0,0,1,data scientist,junior,Brookfield,43.0578479,-88.1261984
Super Dispatch,Remote,110000,0,4.6,1,0,0,1,0,1,data scientist,Senior,Remote,,
Tesla,"Austin, TX",130223,0,3.6,0,0,0,0,0,0,data scientist,Senior,Austin,30.2711286,-97.7436995
Audere,"Seattle, WA",89714,0,4.8,0,0,0,0,0,0,data scientist,mid,Seattle,47.6038321,-122.330062
Verizon,"New York, NY",162500,0,3.8,1,0,0,0,0,1,data scientist,Senior,New York,40.7127281,-74.0060152
Massachusetts General Hospital(MGH),"Boston, MA",109137,0,4.0,1,0,0,0,1,1,data scientist,Senior,Boston,42.3554334,-71.060511
Infinity Quest,Remote,140000,1,4.3,1,1,1,1,0,1,data scientist,mid,Remote,,
GTA (Global Technology Associates),"Reston, VA",99098,0,4.4,1,0,0,1,0,0,data scientist,Senior,Reston,38.9530559,-77.35021396591173
Thumbtack,"San Francisco, CA",163697,0,4.3,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Yale University,"New Haven, CT",109360,0,4.3,1,0,0,0,1,1,data scientist,Senior,New Haven,41.3082138,-72.9250518
UC San Diego,"San Diego, CA",83250,0,4.2,1,0,0,0,1,0,data scientist,junior,San Diego,32.7174202,-117.162772
MORSE Corp,"Cambridge, MA",99297,0,4.7,1,0,0,0,0,1,data scientist,mid,Cambridge,52.2055314,0.1186637
Rockstar Games,Manhattan,112316,0,4.4,0,0,0,0,0,1,data scientist,junior,Manhattan,40.7896239,-73.9598939
Super Dispatch,Remote,110000,0,4.6,1,0,0,1,0,1,data scientist,Senior,Remote,,
Infinity Quest,Remote,140000,1,4.3,1,1,1,1,0,1,data scientist,mid,Remote,,
GTA (Global Technology Associates),"Reston, VA",99098,0,4.4,1,0,0,1,0,0,data scientist,Senior,Reston,38.9530559,-77.35021396591173
Thumbtack,"San Francisco, CA",163697,0,4.3,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
UC San Diego,"San Diego, CA",83250,0,4.2,1,0,0,0,1,0,data scientist,junior,San Diego,32.7174202,-117.162772
InSite Property Group,Remote,130000,0,4.4,1,0,0,1,0,0,data scientist,Senior,Remote,,
Jacksonville Jaguars,"Jacksonville, FL",95647,0,4.4,1,0,0,1,0,0,data scientist,Senior,Jacksonville,30.3321838,-81.655651
Revenue Management Solutions Llc,"Oklahoma City, OK",88563,0,2.4,1,0,0,0,1,0,data scientist,Senior,Oklahoma City,35.4729886,-97.5170536
GEICO,"Chevy Chase, MD",110710,0,3.2,1,0,0,0,1,1,data scientist,Senior,Chevy Chase,38.9813699,-77.0849245
AppZen,"San Jose, CA",165000,0,3.8,1,0,0,0,1,1,data scientist,Senior,San Jose,37.3361663,-121.890591
Nemours,"Wilmington, DE",88174,0,3.7,1,0,0,0,0,1,data scientist,mid,Wilmington,39.7459468,-75.546589
Activision,"Santa Monica, CA",132367,0,3.5,1,0,1,1,0,1,data scientist,Senior,Santa Monica,34.0194704,-118.491227
Wolverine Trading,"Chicago, IL",109315,0,4.4,1,0,0,0,1,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
Wolverine Trading,"Chicago, IL",109315,0,4.4,1,0,0,0,1,0,data analyst,Senior,Chicago,41.8755616,-87.6244212
ReedTMS Logistics,"Tampa, FL",92816,0,3.2,1,0,0,0,0,1,data scientist,Senior,Tampa,27.9477595,-82.458444
Altamira,"Hurlburt Field, FL",89347,0,4.1,0,0,0,1,0,1,data scientist,junior,Hurlburt Field,30.4312921,-86.69022912473963
Big Fish Games,"Las Vegas, NV",130522,0,3.7,1,0,0,0,0,1,data scientist,Senior,Las Vegas,36.1672559,-115.148516
Assa Abloy,"Austin, TX",119344,0,3.7,1,0,0,0,1,1,data scientist,Senior,Austin,30.2711286,-97.7436995
Retia Medical,"White Plains, NY",95293,0,3.2,1,0,0,0,0,1,data scientist,mid,White Plains,41.0339862,-73.7629097
Viasat,Massachusetts,171850,0,4.2,1,1,0,0,1,1,data scientist,Senior,Massachusetts,42.3788774,-72.032366
Kershner Trading,"Austin, TX",107323,0,3.6,1,0,0,0,0,0,data scientist,Senior,Austin,30.2711286,-97.7436995
MIRROR,"New York, NY",114707,0,3.2,1,0,0,0,0,0,data scientist,Senior,New York,40.7127281,-74.0060152
Faire,"San Francisco, CA",185250,0,4.8,0,0,0,0,0,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
BREVCO SERVICES,"Norfolk, VA",90892,0,2.9,1,1,1,0,1,1,data scientist,junior,Norfolk,52.666667,1.0
GTA (Global Technology Associates),"Reston, VA",99098,0,4.4,1,0,0,1,0,0,data scientist,Senior,Reston,38.9530559,-77.35021396591173
Thumbtack,"San Francisco, CA",163697,0,4.3,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Activision,"Santa Monica, CA",132367,0,3.5,1,0,1,1,0,1,data scientist,Senior,Santa Monica,34.0194704,-118.491227
ReedTMS Logistics,"Tampa, FL",92816,0,3.2,1,0,0,0,0,1,data scientist,Senior,Tampa,27.9477595,-82.458444
Altamira,"Hurlburt Field, FL",89347,0,4.1,0,0,0,1,0,1,data scientist,junior,Hurlburt Field,30.4312921,-86.69022912473963
Kershner Trading,"Austin, TX",107323,0,3.6,1,0,0,0,0,0,data scientist,Senior,Austin,30.2711286,-97.7436995
MIRROR,"New York, NY",114707,0,3.2,1,0,0,0,0,0,data scientist,Senior,New York,40.7127281,-74.0060152
Edgetensor Technologies,Remote,105000,0,3.3,1,0,0,1,0,1,data scientist,Senior,Remote,,
Clearcover,"Chicago, IL",127026,0,4.1,1,0,0,0,0,1,data scientist,Senior,Chicago,41.8755616,-87.6244212
Braintrust,Remote,170000,1,4.6,1,0,1,0,0,0,data engineer,Senior,Remote,,
FocusKPI Inc.,"Boston, MA",88578,0,3.3,1,0,0,0,1,0,data scientist,junior,Boston,42.3554334,-71.060511
Noodles & Company | Noodles & Company,"Broomfield, CO",125000,0,3.6,1,0,1,0,0,1,data scientist,Senior,Broomfield,39.9403995,-105.05208
Activision,"Santa Monica, CA",219592,0,3.5,1,0,0,0,0,0,data scientist,Senior,Santa Monica,34.0194704,-118.491227
InMarket,"Austin, TX",237000,0,4.1,1,0,0,1,1,1,data scientist,Senior,Austin,30.2711286,-97.7436995
Tech Impact,"Wilmington, DE",70000,0,4.2,1,0,1,0,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
Tech Impact,"Wilmington, DE",70000,0,4.2,1,0,1,0,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
TARGET,"Brooklyn Park, MN",65773,0,3.6,1,0,0,1,1,1,data scientist,Senior,Brooklyn Park,45.1004807,-93.3443585
GM Financial,Remote,137350,0,3.8,1,0,0,0,1,1,data scientist,Senior,Remote,,
Wise Equation Solutions,"Austin, TX",96446,0,4.9,0,0,0,0,0,1,data scientist,mid,Austin,30.2711286,-97.7436995
HunaTek Government Solutions,"Stafford, VA",155000,0,4.0,1,1,0,0,1,1,data scientist,Senior,Stafford,52.8063157,-2.1163818
Virginia Tech Applied Research Corporation,"Arlington, VA",84850,0,3.4,1,0,0,0,0,0,data scientist,junior,Arlington,32.7355816,-97.1071186
Stefanini,"Durham, NC",100000,1,3.7,1,0,1,1,0,1,data scientist,mid,Durham,54.666667,-1.75
"City of Grand Junction, Colorado","Grand Junction, CO",7501,0,3.7,0,0,0,0,1,1,data scientist,Senior,Grand Junction,39.0672568,-108.56448
Snowflake,"San Mateo, CA",183250,0,4.3,1,0,0,0,1,1,data scientist,Senior,San Mateo,37.496904,-122.3330573
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
Stefanini Group,Remote,97000,1,3.7,1,0,1,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
Stefanini Group,Remote,97000,1,3.7,1,0,1,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
Stefanini Group,Remote,97000,1,3.7,1,0,1,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
"BEN Group, Inc","Provo, UT",91214,0,3.5,1,0,0,0,1,1,data scientist,Senior,Provo,40.2337289,-111.6587085
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
Stefanini Group,Remote,97000,1,3.7,1,0,1,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Mars,"Chicago, IL",106718,0,4.3,1,1,1,1,1,1,data scientist,junior,Chicago,41.8755616,-87.6244212
Abbott Laboratories,"Abbott Park, IL",102372,0,3.8,1,0,0,0,0,1,data scientist,Senior,Abbott Park,-21.16592065,149.18403939164872
TikTok,"Mountain View, CA",138475,0,3.6,1,0,0,0,0,1,data scientist,Senior,Mountain View,37.3893889,-122.0832101
Ancestry,"San Francisco, CA",129500,0,3.7,1,0,0,1,1,1,data scientist,Senior,San Francisco,37.7792588,-122.4193286
Interclypse Inc,"Annapolis Junction, MD",73813,0,4.5,1,1,1,1,1,1,data scientist,Senior,Annapolis Junction,39.11899645,-76.79634174556091
Cisco Systems,"Research Triangle Park, NC",115673,0,4.3,1,1,0,1,1,1,data scientist,Senior,Research Triangle Park,35.8923773,-78.86588989367681
Barclays,"New York, NY",185000,0,4.0,1,0,0,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
I28 Technologies,"Wellston, OH",67500,0,4.2,0,0,0,0,0,0,data scientist,junior,Wellston,38.6728292,-90.2992808
Bayer,Remote,100000,0,4.4,1,0,0,1,0,1,data scientist,Senior,Remote,,
Lawrence Livermore National Laboratory,"Livermore, CA",121209,0,4.4,1,0,0,1,0,1,data scientist,junior,Livermore,37.6820583,-121.768053
LPL Financial,South Carolina,113750,0,3.9,1,0,0,0,0,0,data scientist,Senior,South Carolina,33.6874388,-80.4363743
Dianthus,"New York, NY",124335,0,3.3,1,0,1,0,1,1,data scientist,Senior,New York,40.7127281,-74.0060152
MultiPlan Inc.,Remote,120000,0,3.8,1,0,0,1,0,1,data scientist,mid,Remote,,
Stefanini Group,Remote,97000,1,3.7,1,0,1,1,0,1,data scientist,mid,Remote,,
YES Communities,"Greenwood Village, CO",87500,0,4.0,1,0,0,0,1,0,data analyst,junior,Greenwood Village,39.6172101,-104.950814
Verily,"South San Francisco, CA",121382,0,4.1,1,0,0,0,0,1,data scientist,Senior,South San Francisco,37.6535403,-122.4168664
Snowflake,"San Mateo, CA",175500,0,4.3,1,0,0,0,1,0,data scientist,Senior,San Mateo,37.496904,-122.3330573
IKEA,"Conshohocken, PA",91258,0,3.7,0,0,0,0,0,0,data analyst,Senior,Conshohocken,40.0792766,-75.3015714
Olo,"New York, NY",127500,0,3.4,1,0,0,0,0,0,data scientist,Senior,New York,40.7127281,-74.0060152
Bayer,"Creve Coeur, MO",116952,0,4.2,0,0,0,0,1,1,data scientist,Senior,Creve Coeur,38.6613007,-90.4423653
Locus Robotics,"Wilmington, MA",114397,0,5.0,1,0,1,1,1,1,data scientist,Senior,Wilmington,39.7459468,-75.546589
Xcel Energy,"Denver, CO",108667,0,3.8,1,0,0,0,1,1,data scientist,Senior,Denver,39.7392364,-104.984862
National Security Agency,"Fort Meade, MD",125491,0,3.6,0,0,0,1,0,1,data scientist,Senior,Fort Meade,39.10319795,-76.74651732045955
TikTok,"Seattle, WA",134155,0,3.6,1,0,0,0,0,1,data scientist,Senior,Seattle,47.6038321,-122.330062
